,0
296650,"[('Spooky Cats', 0.12), ('Reflex', 0.1), ('Vindictus', 0.096), ('Croixleur Sigma', 0.091), ('99 Levels To Hell', 0.091)]"
237970,"[(""Alan Wake's American Nightmare"", 0.118), ('South Park™: The Stick of Truth™', 0.11), ('A New Beginning - Final Cut', 0.105), ('Left 4 Dead 2', 0.104), ('Enclave', 0.103)]"
214700,"[('Refunct', 0.133), ('Wolfenstein: The New Order', 0.112), ('Actual Sunlight', 0.106), ('Microsoft Flight Simulator X: Steam Edition', 0.106), (""Medusa's Labyrinth"", 0.097)]"
202310,"[('Post Apocalyptic Mayhem', 0.212), ('Racer 8', 0.159), ('Super Night Riders', 0.122), ('Rage Runner', 0.112), ('Worms Ultimate Mayhem', 0.112)]"
364050,"[('Rage Runner', 0.106), ('English Country Tune', 0.104), ('99 Levels To Hell', 0.101), ('A Virus Named TOM', 0.09), ('Outland', 0.089)]"
6310,"[('The Journey Down: Chapter One', 0.171), ('The Journey Down: Chapter Two', 0.146), ('LISA', 0.13), ('BIT.TRIP CORE', 0.11), ('Outland', 0.108)]"
209790,"[('NaissanceE', 0.17), ('Hektor', 0.091), ('From Dust', 0.09), ('Pythagoria', 0.081), ('Toki Tori', 0.072)]"
353330,"[('Freddi Fish 5: The Case of the Creature of Coral Cove', 0.202), ('Demonicon', 0.158), (""Don't Die Dateless, Dummy!"", 0.126), ('CUPID - A free to play Visual Novel', 0.099), ('Mabinogi', 0.095)]"
431500,"[('Critical Mass', 0.16), ('The Withering', 0.15), ('Clown House (Palyaço Evi)', 0.121), ('Blade Symphony', 0.118), ('Stellar 2D', 0.11)]"
245370,"[('APOX', 0.179), ('Games of Glory', 0.175), ('Boid', 0.145), ('Modular Combat', 0.142), ('Revenge of the Titans', 0.141)]"
662380,"[('The Park', 0.1), ('The Forest of Doom', 0.091), ('South Park™: The Stick of Truth™', 0.087), ('Bulb Boy', 0.083), ('The Cave', 0.079)]"
346610,"[('Victory: The Age of Racing', 0.225), ('Killing Floor', 0.164), ('Speed Kills', 0.133), ('TrackMania² Valley', 0.122), ('Nexuiz', 0.122)]"
304910,"[('Battlestations: Midway', 0.277), ('Cities XL Platinum', 0.122), ('Air Guardians', 0.118), ('Steel Rain', 0.117), ('The Entente Gold', 0.098)]"
268220,"[('GoD Factory: Wingmen', 0.156), ('Interstellar Marines', 0.13), ('Space Beast Terror Fright', 0.124), ('Mortal Online', 0.12), ('Strike.is: The Game', 0.116)]"
429680,"[('Card Hunter', 0.25), ('SolForge', 0.244), ('Brawlhalla', 0.15), ('Faeria', 0.143), ('Space Hulk Ascension', 0.13)]"
289090,"[('Surgeon Simulator', 0.117), ('Interstellar Marines', 0.116), ('Fieldrunners 2', 0.091), ('FINAL FANTASY III', 0.091), ('Goat Simulator', 0.09)]"
397060,"[('Magic Duels', 0.214), ('Cards and Castles', 0.181), ('Card Hunter', 0.18), ('We Slay Monsters', 0.157), ('Spellweaver', 0.143)]"
70620,"[('Jack Nicklaus Perfect Golf', 0.387), ('Worms Clan Wars', 0.326), ('Worms Reloaded', 0.313), ('Worms Armageddon', 0.288), ('Golf With Your Friends', 0.28)]"
257170,"[('Farm for your Life', 0.196), ('Dying Light', 0.188), ('NEO Scavenger', 0.155), ('Nuclear Throne', 0.155), ('EPOCH', 0.153)]"
315860,"[('Cinders', 0.133), (""Tales of Maj'Eyal"", 0.133), ('Blackguards', 0.117), ('Pox Nora', 0.117), ('Voices from the Sea', 0.109)]"
281200,"[('Wizorb', 0.104), ('FINAL FANTASY V', 0.096), ('X-COM: Enforcer', 0.083), ('Divinity: Dragon Commander', 0.079), ('The Binding of Isaac', 0.075)]"
428880,"[('Warhammer Quest', 0.23), ('The Age of Decadence', 0.221), ('Zavix Tower', 0.217), ('Hack, Slash, Loot', 0.216), (""King's Bounty: The Legend"", 0.21)]"
361630,"[('Killing Floor', 0.124), ('Cubic Castles', 0.119), ('Skara - The Blade Remains', 0.105), ('Canabalt', 0.099), ('Stardust Vanguards', 0.099)]"
248630,"[('Ampersand', 0.156), (""Jane's Advanced Strike Fighters"", 0.139), ('Dyscourse', 0.132), ('Metal Drift', 0.113), ('BRINK', 0.113)]"
399520,"[('Jolly Rover', 0.172), ('Catmouth Island', 0.155), ('Myst: Masterpiece Edition', 0.145), ('The Journey Down: Chapter Two', 0.141), ('The Silent Age', 0.14)]"
97330,"[('SolForge', 0.191), ('One Way Heroics', 0.129), ('FootLOL: Epic Fail League', 0.125), ('Men of War: Assault Squad 2', 0.125), ('ShellShock Live', 0.118)]"
225420,"[('Cities XL Platinum', 0.393), ('Cities XXL', 0.299), ('Cities in Motion', 0.229), ('Ticket to Ride', 0.219), ('Train Fever', 0.196)]"
38210,"[('Red Trigger', 0.117), ('Ichi', 0.114), ('Cubic Castles', 0.104), ('Out There Somewhere', 0.102), ('SpaceCorn', 0.101)]"
231330,"[('And So It Was', 0.127), ('Wolfenstein: The New Order', 0.123), ('Dinosaur Hunt', 0.123), ('APOX', 0.121), ('Fistful of Frags', 0.105)]"
227780,"[('Serious Sam 2', 0.299), ('Serious Sam Classic: The First Encounter', 0.286), ('Serious Sam Classic: The Second Encounter', 0.242), ('Serious Sam: The Random Encounter', 0.213), ('Serious Sam HD: The First Encounter', 0.186)]"
356510,"[('World of Soccer online', 0.208), ('VIDEOBALL', 0.174), ('FootLOL: Epic Fail League', 0.153), ('Iron Snout', 0.134), ('Soccer Manager 2016', 0.126)]"
251470,"[('Super Night Riders', 0.167), ('Move or Die', 0.143), ('Wild Warfare', 0.138), ('Party Saboteurs', 0.133), ('Metal Drift', 0.128)]"
415080,"[('Industry Empire', 0.14), ('F1 2016', 0.127), ('NBA 2K17', 0.124), ('Metal Drift', 0.122), ('Counter-Strike', 0.122)]"
42170,"[('Bloodsports.TV', 0.322), ('Nuclear Throne', 0.306), ('EPOCH', 0.303), ('Miscreated', 0.278), ('I Am Alive', 0.199)]"
410110,"[('Thief Town', 0.138), ('Fistful of Frags', 0.127), ('The Old City: Leviathan', 0.098), (""Assassin's Creed Freedom Cry"", 0.098), ('Grim Fandango Remastered', 0.091)]"
295790,"[('Half-Life Deathmatch: Source', 0.132), ('Counter-Strike: Source', 0.126), ('Insurgency', 0.116), ('Kung Fury: Street Rage', 0.114), ('Noct', 0.111)]"
330580,"[('Aliens versus Predator Classic 2000', 0.13), ('Waste Walkers', 0.105), ('Teeworlds', 0.105), ('Crimsonland', 0.104), ('Gas Guzzlers Extreme', 0.104)]"
341940,"[('Gamma Bros 1.5', 0.271), ('Really Big Sky', 0.197), ('Tiny Troopers', 0.181), ('HELLDIVERS™', 0.159), ('Assault Android Cactus', 0.149)]"
254460,"[('Resident Evil 6 / Biohazard 6', 0.132), ('DreadOut', 0.125), ('Hatoful Boyfriend', 0.122), ('Cherry Tree High Comedy Club', 0.12), ('Pathologic Classic HD', 0.119)]"
347620,"[('Block N Load', 0.158), ('Shadow Harvest: Phantom Ops', 0.115), ('Half-Life 2: Deathmatch', 0.096), ('Crazy Taxi', 0.091), ('Pesadelo - Regressão', 0.09)]"
301860,"[('Fishing Planet', 0.18), ('Omerta - City of Gangsters', 0.178), ('Cities: Skylines', 0.139), ('Euro Fishing', 0.134), ('Warden: Melody of the Undergrowth', 0.124)]"
421630,"[('The Testament of Sherlock Holmes', 0.2), ('Everlasting Summer', 0.12), ('Sherlock Holmes: Crimes and Punishments', 0.105), ('Avenging Angel', 0.102), ('Ironclad Tactics', 0.092)]"
335430,"[('Dragon Saga', 0.144), ('Age of Conquest IV', 0.104), ('Team Fortress Classic', 0.101), ('Chaos on Deponia', 0.101), ('Chaos Reborn', 0.1)]"
434370,"[('Dragon Nest', 0.099), ('Actual Sunlight', 0.096), ('Death Stair', 0.082), ('Fading Hearts', 0.081), ('Warframe', 0.077)]"
443810,"[('Jack Keane', 0.129), ('Broken Age', 0.118), ('Enforcer: Police Crime Action', 0.109), ('Downfall', 0.095), ('LISA', 0.092)]"
6120,"[('Shank 2', 0.274), ('Retro/Grade', 0.16), ('Eets Munchies', 0.148), ('Phantom Breaker: Battle Grounds', 0.121), ('Rampage Knights', 0.117)]"
240440,"[('Unium', 0.167), ('We Slay Monsters', 0.099), ('Deep Dungeons of Doom', 0.072), ('Time of Dragons', 0.07), ('Strike Suit Infinity', 0.068)]"
340310,"[('Teddy Floppy Ear - Mountain Adventure', 0.705), ('Teddy Floppy Ear - The Race', 0.248), ('Finding Teddy', 0.113), (""Helen's Mysterious Castle"", 0.109), ('Big Thinkers 1st Grade', 0.102)]"
485890,"[('Crazy Taxi', 0.11), (""Shantae and the Pirate's Curse"", 0.107), ('Evochron Mercenary', 0.104), ('Industry Empire', 0.104), ('Road Not Taken', 0.1)]"
331120,"[('The Forest of Doom', 0.134), ('Robocraft', 0.073), ('Ori and the Blind Forest: Definitive Edition', 0.071), ('Bus Simulator 16', 0.068), ('The Forest', 0.065)]"
339600,"[('Naval Warfare', 0.238), ('Toy Soldiers', 0.199), ('E.Y.E: Divine Cybermancy', 0.197), ('Planetary Annihilation: TITANS', 0.188), ('Gratuitous Space Battles', 0.171)]"
220460,"[('Space Run', 0.182), ('Endless Sky', 0.131), ('Mass Effect 2', 0.119), ('Euro Truck Simulator 2', 0.118), ('Freight Tycoon Inc.', 0.107)]"
300970,"[('Villagers and Heroes', 0.28), ('Human: Fall Flat', 0.161), ('MapleStory', 0.157), ('BRINK', 0.147), ('Eldevin', 0.143)]"
499440,"[('Hook', 0.671), ('oO', 0.472), ('Super Hexagon', 0.315), ('LOOP: A Tranquil Puzzle Game', 0.261), ('Miracle Fly', 0.189)]"
403900,"[('Stellar 2D', 0.161), ('You Have 10 Seconds', 0.13), ('Ubersoldier II', 0.108), ('Karate Master 2 Knock Down Blow', 0.098), ('Crown and Council', 0.094)]"
397500,"[('Labyronia RPG', 0.371), ('WildStar', 0.157), ('Men of War: Vietnam', 0.145), ('eden*', 0.142), ('Outcast 1.1', 0.116)]"
497180,"[('Scraps: Modular Vehicle Combat', 0.208), ('VRC PRO', 0.162), ('BeamNG.drive', 0.161), ('Skyborn', 0.155), ('Scrap Mechanic', 0.125)]"
268870,"[('APOX', 0.157), ('APB Reloaded', 0.132), ('Revenge of the Titans', 0.124), ('Retro City Rampage™ DX', 0.123), ('X-COM: Apocalypse', 0.119)]"
2270,"[('Dino D-Day', 0.259), ('Knightmare Tower', 0.105), ('Borderlands', 0.095), ('Gas Guzzlers Extreme', 0.091), ('Remember Me', 0.089)]"
409510,"[('BLOCKADE 3D', 0.427), ('Only If', 0.177), ('APOX', 0.173), ('ACE - Arena: Cyber Evolution', 0.167), ('Wolfenstein: The New Order', 0.164)]"
332540,"[('Chaos Reborn', 0.166), ('Governor of Poker 3', 0.16), ('Hand of Fate', 0.157), ('Faeria', 0.157), ('FORCED SHOWDOWN', 0.147)]"
293740,"[('Off-Road Drive', 0.155), ('Wick', 0.118), ('Hyper Light Drifter', 0.113), ('Farm for your Life', 0.101), ('Summer Sale', 0.1)]"
369060,"[(""Don't Die Dateless, Dummy!"", 0.144), ('Vessel', 0.12), ('Psychonauts', 0.115), ('New kind of adventure', 0.106), ('Bitardia', 0.103)]"
105420,"[('LISA', 0.125), (""No Man's Sky"", 0.101), ('Max Payne', 0.084), ('Grand Theft Auto: Vice City', 0.078), ('One Manga Day', 0.077)]"
63500,"[('Binary Domain', 0.138), ('Warhammer 40,000: Regicide', 0.137), ('Hearts of Iron IV', 0.135), ('Suits: A Business RPG', 0.125), ('Borderlands 2', 0.124)]"
8140,"[('Tomb Raider', 0.228), ('Tomb Raider: Legend', 0.167), ('Tomb Raider I', 0.144), ('Tomb Raider II', 0.129), ('Exanima', 0.127)]"
329050,"[('Double Action: Boogaloo', 0.164), ('Grim Fandango Remastered', 0.164), ('HIT', 0.156), ('Injustice: Gods Among Us Ultimate Edition', 0.147), ('Frederic: Evil Strikes Back', 0.141)]"
461400,"[('Primal Carnage', 0.188), ('Borderlands', 0.185), ('Critter Crunch', 0.172), ('Dino D-Day', 0.17), ('Guns and Robots', 0.167)]"
259430,"[('StarDrive', 0.129), (""Buzz Aldrin's Space Program Manager"", 0.125), ('Dungeon Defenders II', 0.117), ('Battlevoid: Harbinger', 0.113), ('Destination Sol', 0.109)]"
305960,"[('Dragon Age: Origins - Ultimate Edition', 0.259), ('Dragon Nest', 0.252), (""Dragon's Dogma: Dark Arisen"", 0.209), ('LiEat', 0.178), ('Operation Flashpoint: Dragon Rising', 0.164)]"
352130,"[('Escape Machines', 0.178), ('Ironclad Tactics', 0.168), ('Save the Furries', 0.138), ('Reus', 0.137), ('Gomo', 0.134)]"
80310,"[('Hand of Fate', 0.166), ('Half-Life 2: Episode One', 0.116), ('FINAL FANTASY IV', 0.11), ('Miracle Fly', 0.103), (""Saint Seiya: Soldiers' Soul"", 0.103)]"
259600,"[('Home', 0.131), ('One More Dungeon', 0.131), ('Teddy Floppy Ear - Kayaking', 0.113), ('A Bird Story', 0.11), (""Square's Route"", 0.108)]"
502550,"[('Worms Ultimate Mayhem', 0.184), ('Gun Done', 0.151), ('Aperture Tag: The Paint Gun Testing Initiative', 0.147), ('SHOWTIME 2073', 0.147), ('Natural Selection 2', 0.117)]"
206690,"[('Catmouth Island', 0.179), ('Stranded Deep', 0.152), ('Miracle Fly', 0.127), ('Rock Paper Scissors Champion', 0.114), ('Worms Ultimate Mayhem', 0.102)]"
104000,"[('Revenge of the Titans', 0.223), ('Defense Technica', 0.214), ('Sanctum', 0.195), ('Defense Grid: The Awakening', 0.185), ('Radiant Defense', 0.18)]"
61100,"[('Particula', 0.204), ('Critical Mass', 0.182), ('Red Trigger', 0.146), ('S.T.A.L.K.E.R.: Clear Sky', 0.136), ('Junk Jack', 0.125)]"
263100,"[('RONIN', 0.123), ('Clash of the Monsters', 0.087), ('Controller Companion', 0.079), ('Tomb Raider: Legend', 0.076), ('ZOMBI', 0.071)]"
111900,"[('The Lord of the Rings Online™', 0.309), ('AdVenture Communist', 0.176), ('Spec Ops: The Line', 0.169), ('Earth Defense Force: Insect Armageddon', 0.161), ('The Mean Greens - Plastic Warfare', 0.155)]"
242780,"[('Condemned: Criminal Origins', 0.147), ('Hitman 2: Silent Assassin', 0.114), (""Deadly Premonition: The Director's Cut"", 0.087), ('16bit Trader', 0.087), ('ORION: Prelude', 0.076)]"
108200,"[('Cities XL Platinum', 0.287), ('Cities in Motion 2', 0.219), ('Cities XXL', 0.163), ('Pathologic Classic HD', 0.112), ('Cities: Skylines', 0.107)]"
285160,"[('Brick-Force', 0.146), ('Guardians of Middle-earth', 0.144), ('The Lord of the Rings Online™', 0.13), ('Grey Cubes', 0.112), ('Castlevania: Lords of Shadow 2', 0.098)]"
33130,"[('Albedo: Eyes from Outer Space', 0.149), ('Dance Magic', 0.126), ('Last Hope - Tower Defense', 0.101), ('The Silent Age', 0.098), ('Idle Civilization', 0.093)]"
351700,"[('Gloria Victis', 0.139), ('Montas', 0.128), ('Styx: Master of Shadows', 0.115), ('Shadowrun Returns', 0.111), (""Don't Starve Together"", 0.111)]"
49800,"[('Guns of Icarus Online', 0.176), ('Nuclear Throne', 0.162), ('EPOCH', 0.128), ('Microsoft Flight Simulator X: Steam Edition', 0.125), ('The SKIES', 0.124)]"
275180,"[('Costume Quest', 0.705), ('Psychonauts', 0.302), ('The Binding of Isaac', 0.248), ('Double Dragon Trilogy', 0.183), ('Double Action: Boogaloo', 0.128)]"
40330,"[('Super Win the Game', 0.137), ('Intrusion 2', 0.083), ('Jack Lumber', 0.081), ('Dance Magic', 0.077), ('Slime Rancher', 0.076)]"
97000,"[('StarMade', 0.15), ('English Country Tune', 0.122), ('Lovely Planet', 0.117), ('Written in the Sky', 0.115), ('BeamNG.drive', 0.112)]"
257120,"[('Sneaky Sneaky', 0.134), ('Sir, You Are Being Hunted', 0.129), ('Tasty Blue', 0.101), ('Yohjo Simulator', 0.1), ('LogicBots', 0.097)]"
266110,"[('Paranautical Activity: Deluxe Atonement Edition', 0.163), ('The Binding of Isaac: Rebirth', 0.157), ('Sanctum', 0.144), ('World of Guns: Gun Disassembly', 0.139), ('The Basement Collection', 0.13)]"
299250,"[('The Ship: Remasted', 0.186), ('You Must Build A Boat', 0.113), ('Cricket Captain 2015', 0.1), ('Naval Action', 0.099), ('Knights of Honor', 0.096)]"
312750,"[('FINAL FANTASY V', 0.28), ('FINAL FANTASY VII', 0.211), ('FINAL FANTASY III', 0.143), ('CUPID - A free to play Visual Novel', 0.139), ('eden*', 0.136)]"
239120,"[('Age of Empires® III: Complete Collection', 0.258), ('Jagged Alliance - Back in Action', 0.252), ('Everlasting Summer', 0.246), ('FINAL FANTASY VII', 0.243), ('Dimmdrive :: Gaming Ramdrive @ 10,000+ MB/s', 0.209)]"
3720,"[('Renegade Ops', 0.107), ('Majesty 2 Collection', 0.103), ('AdVenture Communist', 0.098), ('SWORDY', 0.096), ('Nomad', 0.095)]"
369040,"[('Teeworlds', 0.155), ('Besiege', 0.14), ('Divinity: Original Sin (Classic)', 0.137), ('Sven Co-op', 0.133), ('Street Fighter V', 0.131)]"
7600,"[(""Sid Meier's Civilization IV: Colonization"", 0.34), ('Game Dev Tycoon', 0.096), ('TrackMania² Valley', 0.096), ('Miracle Fly', 0.079), ('Pro Gamer Manager', 0.077)]"
393530,"[('It came from space, and ate our brains', 0.182), ('16bit Trader', 0.15), ('Survarium', 0.111), ('Condemned: Criminal Origins', 0.109), ('Alien: Isolation', 0.109)]"
73170,"[('Hearts of Iron III', 0.164), (""Darkest Hour: Europe '44-'45"", 0.15), ('Victoria II', 0.135), ('Hearts of Iron IV', 0.128), ('Call of Duty: World at War', 0.118)]"
287340,"[('Off-Road Drive', 0.289), ('Victory: The Age of Racing', 0.187), ('TrackMania² Valley', 0.186), ('Xpand Rally Xtreme', 0.176), ('Racer 8', 0.127)]"
317620,"[('Worms Ultimate Mayhem', 0.205), ('Injustice: Gods Among Us Ultimate Edition', 0.204), ('DRAGON BALL XENOVERSE', 0.194), ('Men of War: Assault Squad 2', 0.187), ('NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution', 0.181)]"
46280,"[('Interstellar Rift', 0.115), ('Mass Effect 2', 0.115), ('Lords of the Black Sun', 0.109), ('Stellaris', 0.106), ('Speed Kills', 0.098)]"
235070,"[('Dead Pixels', 0.116), (""Hack 'n' Slash"", 0.109), ('Catacomb Kids', 0.105), ('Bastion', 0.105), ('A Virus Named TOM', 0.104)]"
96800,"[(""Hamilton's Great Adventure"", 0.292), ('DOOM', 0.206), ('Wargame: European Escalation', 0.193), ('DLC Quest', 0.189), ('Tribes: Ascend', 0.175)]"
335070,"[('RACE 07', 0.163), ('Street Legal Racing: Redline v2.3.1', 0.162), ('Mini Motor Racing EVO', 0.142), ('Zombie Driver HD', 0.141), ('FlatOut', 0.134)]"
241910,"[('Chaos on Deponia', 0.219), ('Deponia', 0.183), ('Comedy Quest', 0.126), ('Canabalt', 0.121), (""MacGuffin's Curse"", 0.116)]"
348470,"[('Skulls of the Shogun', 0.174), ('200% Mixed Juice!', 0.136), ('Worms Revolution', 0.107), ('Slender: The Arrival', 0.107), ('NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution', 0.096)]"
314150,"[('Phantom Breaker: Battle Grounds', 0.206), ('Costume Quest 2', 0.183), ('Princess Edge - Dragonstone', 0.157), ('Karate Master 2 Knock Down Blow', 0.141), ('Dragon: The Game', 0.134)]"
386180,"[('The Fifth Day', 0.217), ('Nuclear Throne', 0.188), ('EPOCH', 0.187), ('Krater', 0.178), ('Project Nimbus', 0.172)]"
363680,"[('Mordheim: City of the Damned', 0.165), ('Homeworld Remastered Collection', 0.148), ('Warhammer Quest', 0.143), ('Gratuitous Space Battles', 0.115), ('Besiege', 0.103)]"
115100,"[('Costume Quest 2', 0.705), ('Psychonauts', 0.272), ('The Binding of Isaac', 0.224), ('Broken Age', 0.193), ('Double Action: Boogaloo', 0.115)]"
44200,"[('System Shock 2', 0.0), ('The Silent Age', 0.0), ('Aviary Attorney', 0.0), ('The Old Tree', 0.0), ('Grand Theft Auto: Episodes from Liberty City', 0.0)]"
455490,"[('Half Minute Hero: Super Mega Neo Climax Ultimate Boy', 0.21), (""Square's Route"", 0.167), ('Hippocampal: The White Sofa', 0.155), ('Amygdala', 0.144), ('Unmechanical', 0.14)]"
93200,"[('Defense Technica', 0.32), ('APOX', 0.314), ('ReignMaker', 0.296), ('Sanctum', 0.289), ('Fieldrunners', 0.246)]"
407510,"[('System Shock 2', 0.0), ('The Silent Age', 0.0), ('Aviary Attorney', 0.0), ('The Old Tree', 0.0), ('Grand Theft Auto: Episodes from Liberty City', 0.0)]"
403740,"[('Yet Another Zombie Defense', 0.127), ('Gomo', 0.12), ('Sven Co-op', 0.119), ('Day of Defeat: Source', 0.115), ('Company of Heroes: Tales of Valor', 0.107)]"
341500,"[('ReignMaker', 0.128), ('Sanctum', 0.127), ('Revenge of the Titans', 0.124), ('Hack, Slash, Loot', 0.113), ('Fieldrunners', 0.108)]"
306620,"[('Arena Wars 2', 0.142), ('Wings of Prey', 0.138), ('Battle of Empires : 1914-1918', 0.109), ('Super Trench Attack!', 0.106), ('Toy Soldiers', 0.103)]"
298480,"[('Naval Action', 0.232), ('Grand Ages: Rome', 0.231), ('Wings of Prey', 0.204), ('Homeworld Remastered Collection', 0.196), ('Stronghold HD', 0.169)]"
372540,"[('EDGE', 0.145), ('Slash or Die', 0.115), ('Nuclear Dawn', 0.115), ('FIREFIGHT RELOADED', 0.112), ('Praetorians', 0.108)]"
311480,"[('Hero Siege', 0.209), ('Vitrum', 0.199), ('Magicite', 0.162), ('ARK: Survival Evolved', 0.158), ('FTL: Faster Than Light', 0.148)]"
366890,"[('System Shock 2', 0.0), ('The Silent Age', 0.0), ('Aviary Attorney', 0.0), ('The Old Tree', 0.0), ('Grand Theft Auto: Episodes from Liberty City', 0.0)]"
6800,"[('Commandos 2: Men of Courage', 0.279), ('APOX', 0.217), ('Velvet Assassin', 0.2), ('Shadow Harvest: Phantom Ops', 0.189), ('Renegade Ops', 0.175)]"
372800,"[('Shroud of the Avatar: Forsaken Virtues', 0.119), ('Retro City Rampage™ DX', 0.115), ('FINAL FANTASY VII', 0.102), ('Battle Forever', 0.1), ('ArcheAge', 0.099)]"
488280,"[('Majesty 2', 0.232), ('UBERMOSH', 0.171), ('A New Beginning - Final Cut', 0.17), ('You Are Not The Hero', 0.166), ('Strike.is: The Game', 0.151)]"
327670,"[('Freddi Fish 5: The Case of the Creature of Coral Cove', 0.166), ('Avenging Angel', 0.159), ('Airships: Conquer the Skies', 0.129), ('Layers of Fear', 0.128), ('March of the Living', 0.126)]"
209830,"[('Montas', 0.154), ('Resident Evil 6 / Biohazard 6', 0.139), ('Hektor', 0.114), ('Pathologic Classic HD', 0.113), ('Dev Guy', 0.112)]"
362680,"[('Voices from the Sea', 0.114), (""The Beginner's Guide"", 0.113), (""Helen's Mysterious Castle"", 0.106), ('Invisible Apartment', 0.104), ('Get Rich or Die Gaming', 0.103)]"
385330,"[('The Cat and the Coup', 0.185), ('Spooky Cats', 0.178), ('Bastion', 0.147), ('Sepia Tears', 0.138), ('Montas', 0.118)]"
12150,"[('Max Payne 3', 0.291), ('Max Payne', 0.252), ('Max: The Curse of Brotherhood', 0.19), ('Actual Sunlight', 0.172), ('Echoes+', 0.16)]"
3450,"[('Zoombinis', 0.143), ('Stop Online - Battle of Words', 0.111), ('Deadfall Adventures', 0.1), ('Natural Selection 2', 0.098), ('RPG Maker MV', 0.091)]"
394510,"[('Really Big Sky', 0.185), ('Gamma Bros 1.5', 0.17), ('Hatred', 0.159), ('Shmadow', 0.142), ('Sven Co-op', 0.132)]"
207730,"[('STAR WARS™: The Force Unleashed™ II', 0.309), ('Zero G Arena', 0.228), ('LEGO® STAR WARS™: The Force Awakens', 0.227), ('ACE - Arena: Cyber Evolution', 0.164), ('The Walking Dead', 0.164)]"
304350,"[('Snuggle Truck', 0.146), ('Train Simulator', 0.11), ('Labyrinthine Dreams', 0.1), ('LogicBots', 0.083), ('Vindictus', 0.083)]"
19500,"[('Cubemen', 0.2), ('The Impossible Game', 0.194), ('One More Dungeon', 0.176), ('METAL SLUG DEFENSE', 0.147), ('99 Levels To Hell', 0.133)]"
258090,"[('Planet Explorers', 0.12), ('Yet Another Zombie Defense', 0.116), ('99 Levels To Hell', 0.11), ('klocki', 0.1), ('Tokyo School Life', 0.1)]"
9940,"[('Big Fish Legend', 0.142), ('BeamNG.drive', 0.11), ('Deer Hunt Legends', 0.089), ('To the Moon', 0.087), ('Closure', 0.078)]"
457520,"[('Total War: WARHAMMER', 0.107), ('Downwell', 0.096), ('Simply Chess', 0.079), ('On My Own', 0.078), ('New kind of adventure', 0.077)]"
255260,"[('Winter Voices', 0.132), (""Uriel's Chasm"", 0.117), ('200% Mixed Juice!', 0.117), ('One Way Heroics', 0.108), ('The Entente Gold', 0.102)]"
285740,"[('Spooky Cats', 0.119), ('Panzermadels: Tank Dating Simulator', 0.102), ('Crush Crush', 0.096), ('Lucius', 0.087), ('Outland', 0.086)]"
416550,"[('Duck Game', 0.089), ('Toy Soldiers: Complete', 0.088), ('World of Guns: Gun Disassembly', 0.082), ('Toy Soldiers', 0.08), ('Ben and Ed', 0.074)]"
105300,"[('Lucid', 0.182), ('Only If', 0.168), ('Clash of the Monsters', 0.16), ('Pixel Puzzles: Japan', 0.155), ('klocki', 0.154)]"
239700,"[('Francisca', 0.181), ('Really Big Sky', 0.11), ('Mortal Kombat X', 0.096), ('Oxenfree', 0.095), ('CAFE 0 ~The Drowned Mermaid~', 0.093)]"
318230,"[('March of the Living', 0.225), ('Gunslingers', 0.206), ('One More Dungeon', 0.201), ('Nuclear Throne', 0.195), ('Krater', 0.161)]"
469730,"[('Turbo Pug', 0.594), ('Ember Strike', 0.177), ('Street Fighter V', 0.126), ('Bloons TD Battles', 0.123), ('Cards and Castles', 0.121)]"
320970,"[('The Four Kings Casino and Slots', 0.306), ('Altitude', 0.132), ('Shift 2 Unleashed', 0.099), ('Hand of Fate', 0.097), ('DETOUR', 0.094)]"
288140,"[('Golf With Your Friends', 0.409), ('Worms Crazy Golf', 0.387), ('Vertiginous Golf', 0.324), ('Lucid', 0.11), ('Move or Die', 0.098)]"
300400,"[('Pivvot', 0.122), ('The Final Station', 0.105), ('TinyKeep', 0.103), ('Thomas Was Alone', 0.095), ('Rage Runner', 0.093)]"
225300,"[('Tomb Raider', 0.173), ('Tomb Raider: Legend', 0.161), ('Tomb Raider: Underworld', 0.129), ('LiEat', 0.1), ('Pixel Dungeon', 0.099)]"
72000,"[('World of Goo', 0.162), ('Only If', 0.118), ('Magrunner: Dark Pulse', 0.11), ('Over The Void', 0.104), ('Eets Munchies', 0.101)]"
268850,"[('Master Spy', 0.099), ('Ampersand', 0.099), ('Invisible, Inc.', 0.093), ('Mortal Kombat X', 0.091), ('Templar Battleforce', 0.085)]"
38460,"[('Max: The Curse of Brotherhood', 0.119), ('X-COM: UFO Defense', 0.113), ('Aperture Tag: The Paint Gun Testing Initiative', 0.109), ('Gun Done', 0.102), ('1001 Spikes', 0.1)]"
252410,"[('Alpha Prime', 0.226), ('Dwarfs!?', 0.224), ('Terraria', 0.144), ('X-COM: Interceptor', 0.142), ('Delve Deeper', 0.121)]"
423230,"[('BIT.TRIP FATE', 0.198), ('1943 Megami Strike', 0.179), ('Gamma Bros 1.5', 0.17), ('GunZ 2: The Second Duel', 0.162), ('Nation Red', 0.154)]"
300300,"[('Party Jousting', 0.135), ('Deep Dungeons of Doom', 0.127), ('Golden Rush', 0.117), ('Roogoo', 0.114), ('Canabalt', 0.112)]"
